"","rid","pid","GNIS_NA","HUC6","STATE","OBSPRED","TAILWAT","ELEV","CANOPY","SLOPE","PRECIP","CUMDRAI","Y_COORD","NLCD11P","BFI","temp","S30_204","S32_208","RepeatID","Yrange","size","F_BFI_H","barrier","length","numSpE","rchChng","NativNt","pNat","pComm","prsGlcE","prsGlcL","pisc","nClnzSp","FHMN","LNDC","CRCH","PKF","SDSH","LNSU","WSU","EB","CMSH","STR","JDT","BRSB","SMB","GSUN","CARP","YP","LL","PTMN","RB","LMB","MWF","NRBDC","LKCH","BRMN","IOWA","BLBH","NP","WSMN","PLMN","SCAT","SHRH","NPDC","WHCR","RKB","GSH","FHCH","SGR","WE","RCSU","PUMP","CCAT","RMCOT","PLSU","WS_PLMN","GE","ONC","SPSH","SPDC","MTSU","RMCT","RSSH","COLCOT","EMSH","HYBOG","BMSH","BHSU","FMSU","FMxWSU","DRUM","SMBUF","BMBUF","ODT","BLCR","FSDC","HHCH","GDF","BG","RDSH","GAM","GZS","TGT","YLBH","STCH","GILA","LING","QBK","SPK","LSCH","WCT","RTCH","SSTRG","LWF","WBS","SFCH","PSTRG","BSU","CIS","PF","GR","SMMN","BHxWSU","KOK","LT","snapdst","PU","rGlac","rPeri","rPela","rMont","ratio","snapdist","upDist","afvArea","locID","netID","netgeom","MOTCOT","pelagics_all","Turnover","geometry"
"377",9627,377,"Beaver Creek","100500","Montana",226589,0,954.5,1.046511628,0.01058638,397.2569922,183.6477,2035939,0.109,47,16.96,18.08,19.25,439,67,5.20791766,0.09763847,1,14.629,5,1,3,0.333333333333333,0.2,0.333333333333333,NA,0,5,1,1,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008437030537046,"UPMO",0.75,0.999,NA,0.001,0.465297240840447,0,1015829.84659858,0.0010129194131826,373,6,"SNETWORK (6 9627 1015829.84659858 0.465297240840447 377 373)",0,NA,0.9,c(-1020402.1093168, 2894945.494957)
"378",9630,378,"Clear Creek","1.005e","Montana",229000,0,817.75,1,0.0073173,340.458,317.6568,2050334,0.019,39,18.15,19.3,20.51,99,13,9.68170058,0.11959425,0,85.313,6,-2,-4,0.166666666666667,0.166666666666667,0.166666666666667,NA,0,3,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029728008610828,"UPMO",0.285714285714286,0.999,NA,NA,0.30843896012828,0,949948.484215444,0.00104077099748236,374,6,"SNETWORK (6 9630 949948.484215444 0.30843896012828 378 374)",0,NA,0.888888888888889,c(-997253.452084662, 2905497.75114815)
"379",9644,379,"Snake Creek","100500","Montana",227871,0,892.24,0,0.0051365,367.045,152.109,2038062,0.095,37,16.82,17.93,19.1,404,31,4.1709381,0.15209016,0,79.681,4,-1,-1,0.25,0.25,0.25,NA,0,2,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014541000189037,"UPMO",0.5,0.001,NA,NA,0.381380388768513,1.16415321826935e-10,925965.304667003,0.00168436592859551,375,6,"SNETWORK (6 9644 925965.304667003 0.381380388768513 379 375)",0,NA,0.833333333333333,c(-984230.425740716, 2890904.40132772)
"380",9656,380,"Bullhook Creek","100500","Montana",230566,0,812.48,0.3571429,0.00811334,331.657,110.5029,2047581,0.021,41,17.66,18.8,20,403,11,3.32634899,0.15594097,1,30.525,3,0,0,0.999,0.999,0.999,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018594454252188,"UPMO",0.999,NA,NA,NA,0.803925621083222,1.16415321826935e-10,978496.817854078,0.000440191520910066,376,6,"SNETWORK (6 9656 978496.817854078 0.803925621083222 380 376)",0,NA,0.001,c(-1014511.87564596, 2906447.98610642)
"381",9659,381,"Stinky Creek","100500","Montana",242380,0,753.44,0,0.0034882,308.83,107.7345,2077197,0.065,15,18.84,20.02,21.25,420,13,2.54629709,0.21796309,0,52.793,4,-2,-2,0.5,0.5,0.5,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033302000793114,"UPMO",0.5,0.001,NA,NA,0.0945807051131132,0,586399.60996122,0.000228908970439712,377,6,"SNETWORK (6 9659 586399.60996122 0.0945807051131132 381 377)",0,NA,0.5,c(-848628.002285672, 2902824.76580652)
"382",9666,382,"East Fork Stinky Creek","100500","Montana",240659,0,750.87,0,0.00680172,305.945,81.0684,2076918,0.044,15,18.68,19.85,21.07,419,11,1.82845825,0.21756275,0,15.653,3,0,0,0.666666666666667,0.666666666666667,0.666666666666667,NA,0,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024743433096876,"UPMO",0.75,0.999,NA,NA,0.0914851564548718,0,585480.551526719,0.000172250151800906,378,6,"SNETWORK (6 9666 585480.551526719 0.0914851564548718 382 378)",0,NA,0.5,c(-848072.761499999, 2902268.0518)
"383",9675,383,"Big Sandy Creek","100500","Montana",228437,0,781.27,0,0.00058627,313.644,4305.228,2040818,0.033,47,19.89,21.09,22.36,347,25,62.21038977,0.34696152,0,96.332,3,3,2,0.999,0.999,0.999,NA,0,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026256287255127,"UPMO",0.999,0.999,NA,NA,0.27228454765009,1.16415321826935e-10,1017566.11300427,0.0381483085399691,379,6,"SNETWORK (6 9675 1017566.11300427 0.27228454765009 383 379)",0,NA,0.5,c(-1036305.14710517, 2903933.47318545)
"384",9682,384,"Battle Creek","100500","Montana",238588,0,735.5499878,1.142857143,0.00063637,319.3059961,3675.1212,2064801.187,0.024,36,19.22,20.41,21.65,336,21,88.72535151,0.18700392,0,115.587,3,6,3,NA,0.999,NA,NA,1,6,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0351466691833,"UPMO",0.999,0.999,NA,NA,0.010925372164473,0,909024.92724037,0.00894166658211778,380,6,"SNETWORK (6 9682 909024.92724037 0.010925372164473 384 380)",0,NA,0.666666666666667,c(-981619.131956843, 2916966.9601796)
"385",9694,385,"East Fork Battle Creek","100500","Montana",246679,0,823.32,0,0.00122837,320.843,409.7394,2098225,0.021,27,18.34,19.5,20.72,357,21,10.35330336,0.17378445,0,69.483,1,3,1,0.001,0.001,0.001,NA,1,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009777123258061,"UPMO",0.666666666666667,0.999,NA,NA,0.580185833976359,1.16415321826935e-10,990557.685094208,0.00894166658211778,381,6,"SNETWORK (6 9694 990557.685094208 0.580185833976359 385 381)",0,NA,0.999,c(-971087.518943802, 2948788.7386199)
"386",9701,386,"Peoples Creek","100500","Montana",227236,0,704.89,0,0.00099638,303.697,1795.906,2038778,0.28,31,19.42,20.61,21.86,449,23,40.54020368,0.15967015,1,167.03,2,2,2,NA,0.5,NA,NA,1,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030642050580344,"UPMO",0.999,0.999,NA,NA,0.259168260369006,1.16415321826935e-10,753306.497090064,0.00379391904745649,382,6,"SNETWORK (6 9701 753306.497090064 0.259168260369006 386 382)",0,NA,0.8,c(-922097.573293883, 2878357.32103087)
"387",9717,387,"Beaver Creek","100500","Montana",225213,0,681.17,0,0.00042183,302.1,2841.83,2030332,0.128,25,20.29,21.51,22.78,339,25,54.34921602,0.21541733,0,310.559,10,3,3,0.75,0.9,0.666666666666667,0.999,1,4,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02290830353297,"UPMO",0.5,0.8,NA,NA,0.648756465703484,0,655906.269157737,0.00611900249351927,383,6,"SNETWORK (6 9717 655906.269157737 0.648756465703484 387 383)",0,0.999,0.357142857142857,c(-865636.713399865, 2858499.59645141)
"388",9759,388,"Big Warm Creek","100500","Montana",216184,0,845.289978,0,0.00286929,330.3930078,76.4847,2002398.459,0.05,40,18.94,20.11,21.35,450,18,1.50306956,0.12916824,0,111.528,5,3,3,0.999,0.999,0.999,NA,0,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061448523823927,"UPMO",0.999,0.999,NA,NA,0.894471822309113,0,887469.147239884,0.00335894810901527,384,6,"SNETWORK (6 9759 887469.147239884 0.894471822309113 388 384)",0,NA,0.375,c(-924612.557927662, 2842413.68216814)
"389",9759,389,"Big Warm Creek","100500","Montana",216184,0,845.29,0,0.00286929,330.393,76.4847,2002398,0.05,40,18.94,20.11,21.35,412,9,1.50306956,0.12916824,0,111.528,1,1,1,0.999,0.999,0.999,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024145248997563,"UPMO",0.999,NA,NA,NA,0.894111498195666,1.16415321826935e-10,887468.088684592,0.00335894810901527,385,6,"SNETWORK (6 9759 887468.088684592 0.894111498195666 389 385)",0,NA,0.5,c(-924611.672524102, 2842414.26234039)
"390",9772,390,"Little Warm Creek","100500","Montana",213474,0,889.35,0,0.00564576,340.084,36.6354,1996670,0.123,42,18.41,19.57,20.79,411,9,0.8287516,0.17588671,1,52.735,2,0,0,0.001,0.001,0.001,NA,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051127750427265,"UPMO",0.333333333333333,NA,0.999,NA,0.702670097670999,0,901541.071440858,0.00276005438450399,386,6,"SNETWORK (6 9772 901541.071440858 0.702670097670999 390 386)",0,0.999,0.999,c(-924839.6313, 2836574.6246)
"391",9772,391,"Little Warm Creek","100500","Montana",213474,0,889.35,0,0.00564576,340.084,36.6354,1996670,0.123,42,18.41,19.57,20.79,375,18,0.8287516,0.17588671,1,52.735,2,5,5,0.999,0.999,0.999,NA,0,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.051127750427265,"UPMO",0.999,0.999,NA,NA,0.702670097670999,0,901541.071440858,0.00276005438450399,386,6,"SNETWORK (6 9772 901541.071440858 0.702670097670999 391 386)",0,NA,0.714285714285714,c(-924839.6313, 2836574.6246)
"392",9778,392,"Willow Creek","100500","Montana",239002,0,683.21,0.2222222,0.00162815,290.861,651.0339,2070957,0.153,13,19.9,21.1,22.37,331,24,18.94113259,0.13349709,0,96.394,7,2,2,0.999,0.999,0.999,0.999,0,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016532154510977,"UPMO",0.999,0.999,0.999,NA,0.00558850954354995,0,541124.54824761,0.00114312183038051,387,6,"SNETWORK (6 9778 541124.54824761 0.00558850954354995 392 387)",0,0.999,0.222222222222222,c(-815663.513843898, 2889671.74762881)
"393",9781,393,"Crow Creek","100500","Montana",246028,0,746.76,0,0.00287937,272.887,174.312,2093750,0.087,14,19.28,20.47,21.71,354,23,4.06228234,0.11885213,0,47.505,7,0,0,0.666666666666667,0.714285714285714,0.6,0.999,0,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028781723672333,"UPMO",0.666666666666667,0.999,0.999,NA,0.50867321747375,0,589374.837987109,0.000322279953583643,388,6,"SNETWORK (6 9781 589374.837987109 0.50867321747375 393 388)",0,0.999,0.444444444444444,c(-818819.030161294, 2913495.88800853)
"394",9785,394,"Porcupine Creek","100500","Montana",229047,0,649.72,0,0.00258879,296.864,1799.251,2032853,0.11,15,19.33,20.52,21.76,410,15,47.68009349,0.18548415,0,73.638,5,-4,-2,0.333333333333333,0.2,0.333333333333333,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006284756037045,"UPMO",0.333333333333333,0.001,NA,NA,0.178534570729574,0,332301.483876765,0.00242843292708053,389,6,"SNETWORK (6 9785 332301.483876765 0.178534570729574 394 389)",0,NA,0.8,c(-777368.772818532, 2843292.17976045)
"395",9791,395,"Missouri River","1.006e","Montana",224547,1,594.5,0,0.00010278,338.964,204919.9,2028718,0.751,19,17.26,18.39,19.57,218,17,7782.849624,0.35448291,0,331.351,4,24,17,0.999,0.999,0.999,0.999,1,24,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.044504867452109,"UPMO",0.999,0.999,0.999,NA,0.401569560717539,0,162640.170947714,0.520063548614189,390,6,"SNETWORK (6 9791 162640.170947714 0.401569560717539 395 390)",0,0.999,0.857142857142857,c(-692614.692515723, 2821756.66160615)
"396",9817,396,"Wolf Creek","100600","Montana",225444,0,632.72,0,0.00239443,323.107,650.8449,2029614,0.02,19,21,22.24,23.54,408,16,12.84779787,0.23005689,0,36.127,5,-4,-5,0.001,0.001,0.001,NA,1,1,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006961317177493,"UPMO",0.001,0.001,NA,NA,0.93308055389052,0,214704.229133468,0.260336353222423,391,6,"SNETWORK (6 9817 214704.229133468 0.93308055389052 396 391)",0,NA,0.999,c(-728324.136282379, 2829976.97762452)
"397",9821,397,"Missouri River","1.006e","Montana",223149,1,601.4,0,1e-05,324.098,203086.5,2021511,0.751,20,15.54,16.62,17.75,213,17,7746.279644,0.35482435,0,331.351,5,23,19,0.999,0.999,0.999,0.999,1,23,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,1,1,1,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,0.008154955656823,"UPMO",0.999,0.999,0.999,NA,0.790400923413436,0,203046.293678204,0.259490246377283,392,6,"SNETWORK (6 9821 203046.293678204 0.790400923413436 397 392)",0,0.999,0.821428571428571,c(-723650.256752147, 2821436.68752983)
"398",9834,398,"Little Porcupine Creek","100600","Montana",225232,0,675.61,0,0.0024317,317.058,686.133,2028249,0.121,16,19.4,20.59,21.84,409,15,16.81753105,0.21629115,0,99.003,9,-5,-4,0.5,0.444444444444444,0.5,NA,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029844916619174,"UPMO",0.5,0.999,NA,NA,0.776533384399877,0,288959.526080892,0.00115817028360037,393,6,"SNETWORK (6 9834 288959.526080892 0.776533384399877 398 393)",0,NA,0.555555555555556,c(-753106.381071242, 2833880.1368124)
"399",9844,399,"Missouri River","1.006e","Montana",221060,1,616.5,0,0.00029637,289.113,145838.2,2016510,0.975,15,13.47,14.49,15.56,217,12,6431.306469,0.36525354,0,331.351,15,-12,-8,0.181818181818182,0.133333333333333,0.142857142857143,0.25,0,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.037988353056573,"UPMO",0.001,0.333333333333333,NA,NA,0.0698539648518033,0,284581.160222549,0.187610095756514,394,6,"SNETWORK (6 9844 284581.160222549 0.0698539648518033 399 394)",0,0.001,0.875,c(-774285.430726867, 2826382.50333087)
"400",9850,400,"Prairie Elk Creek","100600","Montana",215803,0,639.84,0,0.001397,320.047,668.9646,2004147,0.134,17,20.16,21.38,22.65,385,22,11.20885949,0.22314084,0,60.063,11,0,1,0.777777777777778,0.727272727272727,0.714285714285714,0.999,0,3,1,1,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013460526391564,"UPMO",0.8,0.5,0.999,NA,0.272396211422325,1.16415321826935e-10,242579.802421217,0.00116106930507393,395,6,"SNETWORK (6 9850 242579.802421217 0.272396211422325 400 395)",0,0.999,0.428571428571429,c(-743373.12969881, 2807301.45814542)
"401",9889,401,"Butte Creek","100600","Montana",248692,0,735.03,0,0.00165118,337.498,334.0611,2107433,0.201,18,19.67,20.86,22.12,348,24,6.48788197,0.2033234,0,58.637,4,2,1,0.999,0.999,0.999,NA,1,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039972727086541,"UPMO",0.999,0.999,NA,NA,0.565453501297932,0,334374.800076951,0.0178949468606838,396,6,"SNETWORK (6 9889 334374.800076951 0.565453501297932 401 396)",0,NA,0.333333333333333,c(-712281.438373802, 2905527.42892387)
